date;open;high;low;close;volume;amount
2017-09-18 00:00:00;3690.00000000;4123.20000000;3690.00000000;4035.01000000;1030.00645500;4069033.05715863
2017-09-19 00:00:00;4060.00000000;4089.97000000;3830.91000000;3910.04000000;902.33212900;3558315.19743872
2017-09-20 00:00:00;3910.04000000;4046.08000000;3820.00000000;3900.00000000;720.93507600;2839584.45308804
2017-09-21 00:00:00;3889.99000000;3910.00000000;3567.00000000;3609.99000000;1001.65408400;3757043.07821264
2017-09-22 00:00:00;3592.84000000;3750.00000000;3505.55000000;3595.87000000;838.96642500;3031771.43292849
2017-09-23 00:00:00;3595.88000000;3817.19000000;3542.91000000;3780.00000000;752.79279100;2799706.99951511
2017-09-24 00:00:00;3779.54000000;3789.99000000;3622.76000000;3660.02000000;661.63639000;2445788.43620041
2017-09-25 00:00:00;3660.02000000;3979.87000000;3653.69000000;3920.75000000;727.99471300;2784170.85318322
2017-09-26 00:00:00;3928.00000000;3976.99000000;3850.05000000;3882.35000000;526.72798700;2061195.57868009
2017-09-27 00:00:00;3882.36000000;4249.94000000;3872.81000000;4193.00000000;628.17096600;2554629.81447101
2017-09-28 00:00:00;4192.11000000;4300.00000000;4101.00000000;4174.50000000;849.78532500;3553178.87037354
2017-09-29 00:00:00;4178.98000000;4263.86000000;3952.01000000;4174.69000000;1602.30956500;6571746.35900076
2017-09-30 00:00:00;4175.00000000;4380.00000000;4138.10000000;4378.51000000;720.35318300;3088354.40084536
2017-10-01 00:00:00;4378.49000000;4406.52000000;4240.04000000;4378.48000000;726.96368500;3137143.89184457
2017-10-02 00:00:00;4400.00000000;4561.63000000;4360.00000000;4380.00000000;655.75697400;2905282.77570845
2017-10-03 00:00:00;4380.00000000;4467.33000000;4180.80000000;4310.00000000;1082.32356300;4627422.74283879
2017-10-04 00:00:00;4314.90000000;4373.00000000;4142.00000000;4208.59000000;868.46510100;3676415.10054891
2017-10-05 00:00:00;4208.59000000;4355.00000000;4110.00000000;4292.43000000;779.13863800;3295532.82397779
2017-10-06 00:00:00;4318.99000000;4417.00000000;4292.00000000;4369.00000000;506.52917600;2212035.12414239
2017-10-07 00:00:00;4369.00000000;4479.50000000;4312.56000000;4423.00000000;297.59750000;1302533.21459281
2017-10-08 00:00:00;4425.00000000;4658.00000000;4425.00000000;4640.00000000;518.46200400;2347356.46944654
2017-10-09 00:00:00;4640.00000000;4889.98000000;4550.00000000;4786.95000000;646.46314500;3040508.90436387
2017-10-10 00:00:00;4786.95000000;4960.00000000;4680.59000000;4783.06000000;1043.22177300;5044283.86347582
2017-10-11 00:00:00;4783.06000000;4881.61000000;4710.00000000;4821.43000000;753.42939600;3609240.90903919
2017-10-12 00:00:00;4821.43000000;5439.99000000;4810.16000000;5430.00000000;1276.70148200;6659759.29119366
2017-10-13 00:00:00;5439.99000000;5846.17000000;5379.84000000;5649.98000000;1879.82762000;10597340.30104987
2017-10-14 00:00:00;5650.00000000;5900.00000000;5580.01000000;5869.99000000;970.75904600;5533972.48599470
2017-10-15 00:00:00;5855.03000000;5922.30000000;5400.01000000;5709.99000000;1343.52337500;7553650.20132813
2017-10-16 00:00:00;5710.00000000;5788.91000000;5585.19000000;5760.02000000;1528.99646200;8701914.79553535
2017-10-17 00:00:00;5760.00000000;5774.98000000;5508.63000000;5595.00000000;1429.86937600;8041662.31881055
2017-10-18 00:00:00;5595.00000000;5596.00000000;5037.95000000;5512.06000000;2317.80437300;12456909.97604373
2017-10-19 00:00:00;5513.00000000;5710.00000000;5490.26000000;5683.90000000;1881.72210700;10609368.77338359
2017-10-20 00:00:00;5683.31000000;6110.00000000;5600.00000000;6010.01000000;1972.97722000;11486552.18880660
2017-10-21 00:00:00;6013.72000000;6171.00000000;5850.03000000;6024.97000000;1664.30769300;10114821.44026351
2017-10-22 00:00:00;6003.27000000;6060.00000000;5720.03000000;5950.02000000;1362.09221600;8035415.37335629
2017-10-23 00:00:00;5975.00000000;6080.00000000;5621.03000000;5915.93000000;1812.55771500;10607190.98072695
2017-10-24 00:00:00;5909.47000000;5925.00000000;5450.00000000;5477.03000000;2580.41876700;14564495.85056032
2017-10-25 00:00:00;5506.92000000;5704.96000000;5286.98000000;5689.99000000;2282.81320500;12544847.89154201
2017-10-26 00:00:00;5670.10000000;5939.99000000;5650.00000000;5861.77000000;1972.96588200;11417126.63602561
2017-10-27 00:00:00;5861.77000000;5980.00000000;5649.24000000;5768.83000000;1403.70641600;8167069.73635031
2017-10-28 00:00:00;5768.79000000;5850.02000000;5630.03000000;5719.64000000;1276.75441200;7308076.01911184
2017-10-29 00:00:00;5709.98000000;6189.88000000;5648.01000000;6169.98000000;1804.77817300;10620967.62459168
2017-10-30 00:00:00;6133.01000000;6248.68000000;6030.00000000;6120.50000000;1473.68704300;9030219.28673499
2017-10-31 00:00:00;6120.52000000;6498.01000000;6100.00000000;6463.00000000;1511.77492500;9487640.84009910
2017-11-01 00:00:00;6463.00000000;6774.67000000;6338.02000000;6753.98000000;1675.61518800;10951171.07254041
2017-11-02 00:00:00;6753.98000000;7300.00000000;6685.10000000;7019.98000000;2503.61080300;17369001.33091877
2017-11-03 00:00:00;7010.31000000;7346.34000000;6923.00000000;7115.04000000;1891.49759200;13614451.74654126
2017-11-04 00:00:00;7115.02000000;7480.99000000;6901.00000000;7357.09000000;1399.19176700;10064538.39659038
2017-11-05 00:00:00;7357.27000000;7590.25000000;7279.02000000;7345.01000000;1207.83233000;9000403.86573288
2017-11-06 00:00:00;7345.10000000;7401.00000000;6906.00000000;6960.12000000;1763.01926100;12673524.62163980
2017-11-07 00:00:00;6981.72000000;7198.49000000;6901.00000000;7064.04000000;1440.25949400;10173272.33780804
2017-11-08 00:00:00;7070.00000000;7770.02000000;6651.00000000;7303.00000000;2822.29880200;20491286.19840822
2017-11-09 00:00:00;7303.01000000;7392.00000000;7015.00000000;7079.99000000;1913.39830800;13798534.34721742
2017-11-10 00:00:00;7079.00000000;7279.91000000;6255.01000000;6506.98000000;3254.70410500;22083345.18396158
2017-11-11 00:00:00;6503.00000000;6797.98000000;6100.00000000;6245.05000000;2754.15686100;17681445.46474999
2017-11-12 00:00:00;6245.05000000;6630.00000000;5325.01000000;5811.03000000;4968.48306900;29711508.60084671
2017-11-13 00:00:00;5839.94000000;6697.47000000;5699.99000000;6465.99000000;2621.24303900;16498136.09913936
2017-11-14 00:00:00;6465.99000000;6684.98000000;6311.07000000;6574.99000000;1254.29253100;8168729.97122799
2017-11-15 00:00:00;6575.99000000;7298.00000000;6575.99000000;7240.06000000;1779.60584500;12446186.45092821
2017-11-16 00:00:00;7240.14000000;7940.00000000;7076.00000000;7864.50000000;2331.95675000;17499577.25815967
2017-11-17 00:00:00;7876.98000000;7989.00000000;7451.00000000;7699.19000000;3982.39592500;31024092.61951179
2017-11-18 00:00:00;7680.01000000;7819.99000000;7422.00000000;7761.94000000;3954.26647700;30334498.31525712
2017-11-19 00:00:00;7761.94000000;8123.15000000;7650.33000000;8038.00000000;3867.34044400;30322635.76894570
2017-11-20 00:00:00;8057.11000000;8319.99000000;7954.00000000;8212.00000000;3886.63434800;31567135.38731295
2017-11-21 00:00:00;8212.49000000;8400.00000000;7801.00000000;8119.51000000;4544.47401600;37074997.58090905
2017-11-22 00:00:00;8091.09000000;8322.68000000;8091.09000000;8205.92000000;3545.00571000;29124078.47217724
2017-11-23 00:00:00;8233.03000000;8260.00000000;8000.00000000;8019.99000000;4093.95268700;33400702.99957629
2017-11-24 00:00:00;8019.97000000;8369.00000000;7850.00000000;8138.00000000;4411.78911200;35840264.45804051
2017-11-25 00:00:00;8138.99000000;8734.78000000;8090.00000000;8700.01000000;4292.62368200;36093005.20140187
2017-11-26 00:00:00;8700.04000000;9350.00000000;8604.72000000;9128.02000000;4147.38023700;37138533.83941873
2017-11-27 00:00:00;9128.00000000;9654.28000000;9112.04000000;9650.00000000;4521.62570700;42961064.95202934
2017-11-28 00:00:00;9650.00000000;9939.00000000;9570.50000000;9896.80000000;4917.21098500;48235644.05765540
2017-11-29 00:00:00;9896.79000000;11300.03000000;8520.00000000;9687.88000000;13352.53871500;135976167.45757934
2017-11-30 00:00:00;9687.88000000;10900.00000000;8850.80000000;9838.96000000;9389.57432900;91430904.34116388
2017-12-01 00:00:00;9837.00000000;10898.00000000;9380.00000000;10782.99000000;6134.92363300;62260697.58291551
2017-12-02 00:00:00;10775.04000000;11190.00000000;10620.00000000;10890.01000000;4765.43975700;52046689.84006951
2017-12-03 00:00:00;10902.69000000;11825.00000000;10500.00000000;11165.41000000;5346.63652400;60350708.29332783
2017-12-04 00:00:00;11165.41000000;11600.00000000;10802.00000000;11579.00000000;4663.42456200;52814985.63993067
2017-12-05 00:00:00;11571.03000000;11853.00000000;11447.68000000;11699.99000000;5550.73205500;64721253.04527842
2017-12-06 00:00:00;11699.99000000;13615.23000000;11665.58000000;13550.05000000;6707.94631900;84409526.69576179
2017-12-07 00:00:00;13541.01000000;16649.96000000;13050.00000000;16599.00000000;7487.06569500;109555325.34649763
2017-12-08 00:00:00;16599.00000000;17204.99000000;14015.00000000;15880.00000000;17589.01313600;271586476.61914313
2017-12-09 00:00:00;15880.01000000;16269.30000000;12535.00000000;14656.07000000;13918.75868700;205372672.98786432
2017-12-10 00:00:00;14664.01000000;15720.12000000;12368.00000000;14899.98000000;16553.03717300;233767963.46201487
2017-12-11 00:00:00;14946.26000000;17470.00000000;14901.08000000;16587.97000000;11820.40176200;193045127.90360038
2017-12-12 00:00:00;16587.97000000;16976.45000000;15875.00000000;16349.99000000;9436.80241100;155716213.09834387
2017-12-13 00:00:00;16349.99000000;16546.00000000;14666.56000000;16033.29000000;12416.32880100;196769674.31153058
2017-12-14 00:00:00;16030.34000000;16445.00000000;15450.00000000;16334.98000000;11616.86715100;186092495.18348460
2017-12-15 00:00:00;16334.98000000;17991.00000000;16298.45000000;17539.83000000;9181.27394700;159809704.04408673
2017-12-16 00:00:00;17516.81000000;19539.00000000;17190.01000000;19102.66000000;4202.62870900;76293721.36508314
2017-12-17 00:00:00;19120.19000000;19798.68000000;18510.00000000;18860.02000000;9177.18343400;175867439.47045137
2017-12-18 00:00:00;18860.04000000;19300.00000000;17029.98000000;18856.25000000;10624.63307100;196339245.74519796
2017-12-19 00:00:00;18856.25000000;18950.00000000;16300.00000000;17295.20000000;13210.74822000;232790625.92336665
2017-12-20 00:00:00;17295.20000000;17720.35000000;14777.66000000;16488.98000000;13450.49669300;221193892.50223891
2017-12-21 00:00:00;16480.52000000;17309.50000000;14022.00000000;15492.64000000;20324.21730000;320176825.29037606
2017-12-22 00:00:00;15514.03000000;15699.34000000;10961.00000000;13326.61000000;36076.27117500;477509934.71828649
2017-12-23 00:00:00;13326.61000000;14950.00000000;12978.18000000;13300.00000000;13141.53887500;184759685.33206666
2017-12-24 00:00:00;13300.00000000;13819.99000000;11640.00000000;13500.00000000;28557.53498800;365709589.60302897
2017-12-25 00:00:00;13500.00000000;14300.00000000;12708.00000000;13699.34000000;15748.20760700;213139657.62891454
2017-12-26 00:00:00;13699.34000000;16050.00000000;13533.00000000;15689.01000000;15034.66810400;224843731.89656885
2017-12-27 00:00:00;15709.98000000;16498.05000000;14200.15000000;15459.99000000;14959.86472300;231229932.48204057
2017-12-28 00:00:00;15459.97000000;15539.99000000;13150.00000000;14182.11000000;21717.85801400;303401227.98652002
2017-12-29 00:00:00;14199.14000000;14981.00000000;13850.00000000;14378.90000000;18072.00811600;260911629.21807673
2017-12-30 00:00:00;14378.99000000;14398.85000000;11750.00000000;12440.01000000;19221.15803900;247803953.75248587
2017-12-31 00:00:00;12345.10000000;14050.11000000;12149.98000000;13716.36000000;11768.98971800;155283285.36704132
2018-01-01 00:00:00;13715.65000000;13818.55000000;12750.00000000;13380.00000000;8609.91584400;114799747.44197057
2018-01-02 00:00:00;13382.16000000;15473.49000000;12890.02000000;14675.11000000;20078.09211100;279717107.43371920
2018-01-03 00:00:00;14690.00000000;15307.56000000;14150.00000000;14919.51000000;15905.66763900;236116868.33619011
2018-01-04 00:00:00;14919.51000000;15280.00000000;13918.04000000;15059.54000000;21329.64957400;312781583.79830782
2018-01-05 00:00:00;15059.56000000;17176.24000000;14600.00000000;16960.39000000;23251.49112500;369321956.48683753
2018-01-06 00:00:00;16960.39000000;17143.13000000;16011.21000000;17069.79000000;18571.45750800;309216920.98641042
2018-01-07 00:00:00;17069.79000000;17099.96000000;15610.00000000;16150.03000000;12493.12555800;206194706.37068353
2018-01-08 00:00:00;16218.85000000;16322.30000000;12812.00000000;14902.54000000;26600.60991200;396569997.15746266
2018-01-09 00:00:00;14902.54000000;15500.00000000;14011.05000000;14400.00000000;14315.00425300;210630187.45766862
2018-01-10 00:00:00;14401.00000000;14955.66000000;13131.31000000;14907.09000000;17411.00165500;244011366.76302799
2018-01-11 00:00:00;14940.00000000;14968.68000000;11400.00000000;13238.78000000;33554.72375100;446587594.69373790
2018-01-12 00:00:00;13238.76000000;14109.78000000;12500.00000000;13740.01000000;16417.16213700;222516076.27145907
2018-01-13 00:00:00;13749.95000000;14580.00000000;13706.15000000;14210.00000000;12221.50852800;173086488.54788404
2018-01-14 00:00:00;14210.00000000;14339.50000000;12569.20000000;13474.99000000;17017.89432900;226525305.12938110
2018-01-15 00:00:00;13477.98000000;14249.99000000;13147.79000000;13539.93000000;14652.09470500;200614554.53834300
2018-01-16 00:00:00;13500.00000000;13542.93000000;9035.00000000;10900.00000000;63401.16917500;722150828.14940244
2018-01-17 00:00:00;10899.99000000;11680.99000000;9037.94000000;10988.79000000;72331.79664600;744154180.13120590
2018-01-18 00:00:00;10972.59000000;11878.82000000;10435.33000000;10961.97000000;48464.43493700;541289614.05840462
2018-01-19 00:00:00;10960.00000000;11795.00000000;10360.00000000;11474.98000000;34129.37542100;382773499.22657920
2018-01-20 00:00:00;11474.98000000;13099.00000000;11412.45000000;12799.94000000;28768.85782700;358561107.78097045
2018-01-21 00:00:00;12799.80000000;12799.80000000;10965.00000000;11530.00000000;41379.77342600;485289230.81889239
2018-01-22 00:00:00;11530.00000000;11926.35000000;9900.24000000;10760.05000000;43752.60679100;475716514.20869704
2018-01-23 00:00:00;10760.05000000;11399.00000000;9905.00000000;10799.18000000;37473.92255200;399419413.23298073
2018-01-24 00:00:00;10799.14000000;11570.48000000;10500.00000000;11349.99000000;27158.58776200;299470607.43020020
2018-01-25 00:00:00;11349.96000000;11794.05000000;10950.21000000;11175.27000000;20839.95418300;236081364.97365229
2018-01-26 00:00:00;11184.70000000;11643.00000000;10311.15000000;11089.00000000;33056.87196000;360482470.17375426
2018-01-27 00:00:00;11089.00000000;11650.00000000;10842.69000000;11491.00000000;18860.76834500;212663199.53348226
2018-01-28 00:00:00;11499.98000000;12244.00000000;11408.00000000;11879.95000000;16887.33952400;200211582.94345406
2018-01-29 00:00:00;11879.95000000;11975.02000000;11139.55000000;11251.00000000;14170.37753800;162110154.87880376
2018-01-30 00:00:00;11250.11000000;11308.42000000;9900.00000000;10237.51000000;25554.37294600;268978329.50861528
2018-01-31 00:00:00;10230.00000000;10425.85000000;9700.00000000;10285.10000000;18015.95680500;181644207.11316262
2018-02-01 00:00:00;10285.10000000;10335.00000000;8750.99000000;9224.52000000;33564.76431100;317636345.98437110
2018-02-02 00:00:00;9224.52000000;9250.00000000;8010.02000000;8873.03000000;49971.62697500;434236483.70448739
2018-02-03 00:00:00;8873.03000000;9473.01000000;8229.00000000;9199.96000000;28725.00073500;256834729.05991090
2018-02-04 00:00:00;9199.96000000;9368.00000000;7930.00000000;8184.81000000;32014.30844900;274912288.42132198
2018-02-05 00:00:00;8179.99000000;8382.80000000;6625.00000000;6939.99000000;63403.18257900;471166218.71344725
2018-02-06 00:00:00;6939.63000000;7878.00000000;6000.01000000;7652.14000000;100201.50030700;684364276.36666888
2018-02-07 00:00:00;7655.02000000;8476.00000000;7150.01000000;7599.00000000;60778.46049700;477935038.81177692
2018-02-08 00:00:00;7599.00000000;7844.00000000;7572.09000000;7784.02000000;1521.53731800;11770168.04386595
2018-02-09 00:00:00;7789.90000000;8738.00000000;7789.90000000;8683.92000000;20482.91082500;173348469.81187892
2018-02-10 00:00:00;8683.93000000;9065.78000000;8120.00000000;8533.98000000;49381.51265300;423411421.93098003
2018-02-11 00:00:00;8533.99000000;8549.00000000;7726.53000000;8063.88000000;45025.18795200;366966437.24988851
2018-02-12 00:00:00;8063.82000000;8989.00000000;8053.00000000;8903.00000000;41987.85049000;362440826.99437689
2018-02-13 00:00:00;8903.00000000;8950.00000000;8351.00000000;8539.90000000;35454.97295600;305165143.69692337
2018-02-14 00:00:00;8535.17000000;9489.60000000;8533.00000000;9449.99000000;40811.95286700;370126692.72823302
2018-02-15 00:00:00;9449.98000000;10219.50000000;9301.50000000;10000.09000000;52427.59671500;512388484.73178286
2018-02-16 00:00:00;10000.89000000;10323.37000000;9666.00000000;10159.98000000;38161.20597400;381103299.22388483
2018-02-17 00:00:00;10156.07000000;11075.07000000;10050.00000000;11039.55000000;41882.10840700;446012696.16926725
2018-02-18 00:00:00;11039.55000000;11274.00000000;10080.00000000;10383.43000000;61137.38072800;649423311.31002277
2018-02-19 00:00:00;10375.01000000;11250.00000000;10270.33000000;11153.00000000;40831.41713100;443766562.68306607
2018-02-20 00:00:00;11147.11000000;11786.01000000;11100.59000000;11200.99000000;48153.35428800;551573232.24295881
2018-02-21 00:00:00;11195.07000000;11304.03000000;10200.00000000;10437.60000000;68113.81875400;731537130.49218606
2018-02-22 00:00:00;10439.02000000;10933.44000000;9679.00000000;9811.04000000;67060.16648300;682006373.86958796
2018-02-23 00:00:00;9815.55000000;10435.00000000;9570.19000000;10131.04000000;57202.70237000;571800753.47097651
2018-02-24 00:00:00;10131.04000000;10496.97000000;9352.00000000;9694.51000000;40888.15629900;405618586.64803788
2018-02-25 00:00:00;9694.51000000;9847.00000000;9274.80000000;9590.00000000;28373.51758600;271286599.12608616
2018-02-26 00:00:00;9590.00000000;10444.32000000;9350.00000000;10324.00000000;34878.29275600;347559259.73845184
2018-02-27 00:00:00;10321.00000000;10870.00000000;10121.00000000;10569.04000000;30705.38512300;324295371.14146575
2018-02-28 00:00:00;10584.33000000;11098.00000000;10300.00000000;10326.76000000;30800.98378200;327914696.13067525
2018-03-01 00:00:00;10325.64000000;11060.41000000;10240.00000000;10920.00000000;25092.55393000;268172535.38112930
2018-03-02 00:00:00;10923.36000000;11200.00000000;10770.00000000;11039.00000000;23910.71009000;262936307.00785756
2018-03-03 00:00:00;11038.99000000;11544.00000000;11015.01000000;11464.48000000;21287.15328000;241749497.90247172
2018-03-04 00:00:00;11464.47000000;11565.00000000;11050.02000000;11515.00000000;17295.91865300;194849579.12502073
2018-03-05 00:00:00;11515.00000000;11710.00000000;11415.01000000;11454.00000000;15144.23106300;174866951.39806526
2018-03-06 00:00:00;11455.00000000;11455.00000000;10555.48000000;10716.48000000;29515.57236300;323842216.64859619
2018-03-07 00:00:00;10716.48000000;10899.00000000;9389.31000000;9910.00000000;50647.67108000;514808033.48792086
2018-03-08 00:00:00;9910.00000000;10099.00000000;9060.00000000;9271.64000000;41109.47322600;394641280.63843673
2018-03-09 00:00:00;9267.07000000;9410.00000000;8329.00000000;9227.00000000;64112.29140700;567082901.13194054
2018-03-10 00:00:00;9230.00000000;9490.00000000;8667.07000000;8770.22000000;37180.01285700;341210248.41481787
2018-03-11 00:00:00;8770.22000000;9740.00000000;8450.00000000;9533.57000000;44325.97338600;403491260.92753161
2018-03-12 00:00:00;9533.57000000;9888.88000000;8780.00000000;9131.34000000;42230.77793000;395562731.86503732
2018-03-13 00:00:00;9131.34000000;9474.00000000;8823.00000000;9150.00000000;40191.40935800;367353984.71328362
2018-03-14 00:00:00;9151.92000000;9333.78000000;7900.28000000;8170.00000000;49708.09410800;426058009.75594646
2018-03-15 00:00:00;8184.01000000;8430.00000000;7650.00000000;8240.98000000;52291.02227700;422130717.47310124
2018-03-16 00:00:00;8240.98000000;8611.64000000;7900.00000000;8260.00000000;38815.40989300;322355002.16519492
2018-03-17 00:00:00;8260.00000000;8348.62000000;7721.99000000;7824.80000000;33110.20632900;265973111.61762855
2018-03-18 00:00:00;7824.01000000;8317.40000000;7322.00000000;8189.99000000;59488.23171100;458311733.51882042
2018-03-19 00:00:00;8189.00000000;8705.23000000;8088.40000000;8600.00000000;55297.08494200;462654338.98212784
2018-03-20 00:00:00;8595.01000000;9050.00000000;8280.00000000;8909.98000000;44865.10583500;387879393.47061425
2018-03-21 00:00:00;8909.96000000;9177.01000000;8750.60000000;8885.00000000;39972.40537100;358157473.36123241
2018-03-22 00:00:00;8884.82000000;9100.00000000;8465.10000000;8722.90000000;40617.55680900;354804129.34330865
2018-03-23 00:00:00;8720.00000000;8909.00000000;8269.00000000;8898.03000000;39991.00766600;340755592.54453098
2018-03-24 00:00:00;8898.04000000;8999.95000000;8491.00000000;8546.86000000;35466.60957200;313254829.90513668
2018-03-25 00:00:00;8531.25000000;8669.85000000;8365.77000000;8470.15000000;29001.76931600;247023172.30795503
2018-03-26 00:00:00;8470.14000000;8514.89000000;7831.00000000;8134.23000000;44033.59566000;358429758.87319522
2018-03-27 00:00:00;8134.22000000;8215.94000000;7730.00000000;7795.51000000;37427.64805000;297609656.44043652
2018-03-28 00:00:00;7795.51000000;8109.00000000;7728.00000000;7949.30000000;26401.33167000;209186093.18317955
2018-03-29 00:00:00;7949.30000000;7975.00000000;6941.11000000;7090.14000000;54620.91512500;405591158.63231810
2018-03-30 00:00:00;7090.16000000;7292.43000000;6600.10000000;6840.23000000;65306.03197600;450352009.17099798
2018-03-31 00:00:00;6840.24000000;7223.36000000;6777.00000000;6923.91000000;36868.53908700;258341534.47236215
2018-04-01 00:00:00;6922.00000000;7049.98000000;6430.00000000;6813.01000000;44071.43046300;297470498.81956284
2018-04-02 00:00:00;6813.01000000;7125.00000000;6765.00000000;7056.00000000;32123.56007200;224322159.41331607
2018-04-03 00:00:00;7063.97000000;7520.00000000;7011.01000000;7405.21000000;37787.33181100;277080072.76171274
2018-04-04 00:00:00;7405.21000000;7427.52000000;6707.00000000;6796.10000000;42227.18380400;297443582.74612247
2018-04-05 00:00:00;6796.10000000;6902.00000000;6566.69000000;6770.76000000;39029.73146000;263446941.13212420
2018-04-06 00:00:00;6770.00000000;6850.00000000;6500.00000000;6601.39000000;27455.01192000;182139799.80865908
2018-04-07 00:00:00;6601.39000000;7070.00000000;6586.28000000;6895.80000000;32269.57826700;222323863.54144784
2018-04-08 00:00:00;6895.81000000;7109.13000000;6880.00000000;7018.00000000;21427.67316500;149967346.66268999
2018-04-09 00:00:00;7011.04000000;7185.00000000;6611.00000000;6782.72000000;34078.29720600;234309953.75033436
2018-04-10 00:00:00;6781.55000000;6890.00000000;6656.00000000;6843.90000000;22326.72809500;151417844.26639679
2018-04-11 00:00:00;6839.56000000;6990.00000000;6787.00000000;6953.79000000;23997.87117700;165264003.41270605
2018-04-12 00:00:00;6953.78000000;8012.23000000;6743.20000000;7923.00000000;64861.59598700;485176252.48933569
2018-04-13 00:00:00;7922.99000000;8233.39000000;7732.00000000;7877.41000000;55044.52314800;439884522.71194887
2018-04-14 00:00:00;7877.48000000;8186.00000000;7810.00000000;7999.01000000;31621.28635700;252868761.32061629
2018-04-15 00:00:00;8004.00000000;8429.54000000;7999.02000000;8355.00000000;27946.72044400;230287099.58430218
2018-04-16 00:00:00;8355.07000000;8419.00000000;7867.00000000;8064.92000000;36664.06971500;295817536.47495277
2018-04-17 00:00:00;8064.92000000;8173.70000000;7825.40000000;7885.02000000;32152.60356700;258221765.57371348
2018-04-18 00:00:00;7890.96000000;8236.43000000;7868.00000000;8173.00000000;26969.04457000;217649160.11017893
2018-04-19 00:00:00;8173.99000000;8296.00000000;8080.00000000;8278.00000000;27113.84746400;222675105.78845420
2018-04-20 00:00:00;8273.84000000;8930.00000000;8177.09000000;8856.98000000;39795.33748500;337288580.42571296
2018-04-21 00:00:00;8852.12000000;9035.00000000;8565.00000000;8915.31000000;40872.22990900;358915978.10403391
2018-04-22 00:00:00;8915.31000000;9020.67000000;8727.68000000;8787.02000000;29458.25348000;261804372.90934709
2018-04-23 00:00:00;8785.70000000;8985.00000000;8745.00000000;8934.01000000;25838.11470900;229754640.59668775
